date,time,timezone,MACB,source,sourcetype,type,user,host,short,desc,version,filename,inode,notes,format,extra
08/04/2004,04:56:42,US/Pacific,M..B,FILE,NTFS Content Modification Time,Content Modification Time; Creation Time,-,JEAN-13FBF038A3,/$MFT 8113-1 $STANDARD_INFORMATION,TSK:/$MFT File reference: 8113-1 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M..B,FILE,NTFS Content Modification Time,Content Modification Time; Creation Time,-,JEAN-13FBF038A3,/$MFT 8117-1 $STANDARD_INFORMATION,TSK:/$MFT File reference: 8117-1 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 8120-1 $STANDARD_INFORMATION,TSK:/$MFT File reference: 8120-1 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 8121-1 $STANDARD_INFORMATION,TSK:/$MFT File reference: 8121-1 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 8123-1 $STANDARD_INFORMATION,TSK:/$MFT File reference: 8123-1 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M..B,FILE,NTFS Content Modification Time,Content Modification Time; Creation Time,-,JEAN-13FBF038A3,/$MFT 8131-1 $STANDARD_INFORMATION,TSK:/$MFT File reference: 8131-1 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M..B,FILE,NTFS Content Modification Time,Content Modification Time; Creation Time,-,JEAN-13FBF038A3,/$MFT 8136-1 $STANDARD_INFORMATION,TSK:/$MFT File reference: 8136-1 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M..B,FILE,NTFS Content Modification Time,Content Modification Time; Creation Time,-,JEAN-13FBF038A3,/$MFT 8138-1 $STANDARD_INFORMATION,TSK:/$MFT File reference: 8138-1 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M..B,FILE,NTFS Content Modification Time,Content Modification Time; Creation Time,-,JEAN-13FBF038A3,/$MFT 8140-1 $STANDARD_INFORMATION,TSK:/$MFT File reference: 8140-1 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M..B,FILE,NTFS Content Modification Time,Content Modification Time; Creation Time,-,JEAN-13FBF038A3,/$MFT 8141-1 $STANDARD_INFORMATION,TSK:/$MFT File reference: 8141-1 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 8147-1 $STANDARD_INFORMATION,TSK:/$MFT File reference: 8147-1 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M..B,FILE,NTFS Content Modification Time,Content Modification Time; Creation Time,-,JEAN-13FBF038A3,/$MFT 8148-1 $STANDARD_INFORMATION,TSK:/$MFT File reference: 8148-1 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M..B,FILE,NTFS Content Modification Time,Content Modification Time; Creation Time,-,JEAN-13FBF038A3,/$MFT 8149-1 $STANDARD_INFORMATION,TSK:/$MFT File reference: 8149-1 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M..B,FILE,NTFS Content Modification Time,Content Modification Time; Creation Time,-,JEAN-13FBF038A3,/$MFT 8150-1 $STANDARD_INFORMATION,TSK:/$MFT File reference: 8150-1 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M..B,FILE,NTFS Content Modification Time,Content Modification Time; Creation Time,-,JEAN-13FBF038A3,/$MFT 8152-1 $STANDARD_INFORMATION,TSK:/$MFT File reference: 8152-1 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M..B,FILE,NTFS Content Modification Time,Content Modification Time; Creation Time,-,JEAN-13FBF038A3,/$MFT 8157-1 $STANDARD_INFORMATION,TSK:/$MFT File reference: 8157-1 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 11835-1 $STANDARD_INFORMATION,TSK:/$MFT File reference: 11835-1 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 3785-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 3785-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 4753-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 4753-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 4812-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 4812-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 4813-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 4813-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 4814-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 4814-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 4815-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 4815-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 4816-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 4816-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 4817-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 4817-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 4818-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 4818-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 4819-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 4819-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 4821-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 4821-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 4835-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 4835-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 5356-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 5356-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 5614-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 5614-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 5618-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 5618-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 5721-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 5721-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 5722-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 5722-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 5742-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 5742-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 7543-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 7543-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 7558-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 7558-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 7789-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 7789-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M..B,FILE,NTFS Content Modification Time,Content Modification Time; Creation Time,-,JEAN-13FBF038A3,/$MFT 7794-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 7794-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 7843-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 7843-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 7853-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 7853-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 8111-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 8111-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 11781-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 11781-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 23475-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 23475-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M...,FILE,NTFS Content Modification Time,Content Modification Time,-,JEAN-13FBF038A3,/$MFT 7848-3 $STANDARD_INFORMATION,TSK:/$MFT File reference: 7848-3 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 2080; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19580-4 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19580-4 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19601-4 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19601-4 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,M..B,FILE,NTFS Content Modification Time,Content Modification Time; Creation Time,-,JEAN-13FBF038A3,/$MFT 3195-1 $STANDARD_INFORMATION,TSK:/$MFT File reference: 3195-1 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 11837-1 $STANDARD_INFORMATION,TSK:/$MFT File reference: 11837-1 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 18531-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 18531-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 18532-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 18532-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 18533-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 18533-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 18538-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 18538-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19491-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19491-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19492-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19492-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19493-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19493-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19494-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19494-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19498-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19498-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19501-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19501-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19503-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19503-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19505-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19505-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19507-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19507-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19509-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19509-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19510-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19510-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19512-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19512-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19513-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19513-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19515-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19515-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19517-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19517-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19525-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19525-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19528-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19528-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19529-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19529-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19535-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19535-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19540-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19540-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19541-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19541-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
08/04/2004,04:56:42,US/Pacific,...B,FILE,NTFS Creation Time,Creation Time,-,JEAN-13FBF038A3,/$MFT 19542-2 $STANDARD_INFORMATION,TSK:/$MFT File reference: 19542-2 Attribute name: $STANDARD_INFORMATION,2,TSK:/$MFT,0,-,mft,attribute_type: 16; file_attribute_flags: 32; file_system_type: NTFS; is_allocated: True
